Subject,Url
Ethnic & Minority Studies,https://www.barnesandnoble.com//b/textbooks/social-sciences/ethnic-minority-studies/_/N-8q9Z18qx;jsessionid=4ABFC55102169E7585EFB8098FDCAD6E.prodny_store01-va06
Folklore & Mythology,https://www.barnesandnoble.com//b/textbooks/social-sciences/folklore-mythology/_/N-8q9Z195n;jsessionid=4ABFC55102169E7585EFB8098FDCAD6E.prodny_store01-va06
Future Studies & Forecasting,https://www.barnesandnoble.com//b/textbooks/social-sciences/future-studies-forecasting/_/N-8q9Z19fb;jsessionid=4ABFC55102169E7585EFB8098FDCAD6E.prodny_store01-va06
Gender Studies,https://www.barnesandnoble.com//b/textbooks/social-sciences/gender-studies/_/N-8q9Z19es;jsessionid=4ABFC55102169E7585EFB8098FDCAD6E.prodny_store01-va06
Immigration & Emigration,https://www.barnesandnoble.com//b/textbooks/social-sciences/immigration-emigration/_/N-8q9Z18q4;jsessionid=4ABFC55102169E7585EFB8098FDCAD6E.prodny_store01-va06
Islamic Studies,https://www.barnesandnoble.com//b/textbooks/social-sciences/islamic-studies/_/N-8q9Z19h3;jsessionid=4ABFC55102169E7585EFB8098FDCAD6E.prodny_store01-va06
Jewish Studies,https://www.barnesandnoble.com//b/textbooks/social-sciences/jewish-studies/_/N-8q9Z19fn;jsessionid=4ABFC55102169E7585EFB8098FDCAD6E.prodny_store01-va06
Latinos & Latin Americans,https://www.barnesandnoble.com//b/textbooks/social-sciences/latinos-latin-americans/_/N-8q9Z199h;jsessionid=4ABFC55102169E7585EFB8098FDCAD6E.prodny_store01-va06
LGBT Studies,https://www.barnesandnoble.com//b/textbooks/social-sciences/lgbt-studies/_/N-8q9Z190n;jsessionid=4ABFC55102169E7585EFB8098FDCAD6E.prodny_store01-va06
Media & Communications,https://www.barnesandnoble.com//b/textbooks/social-sciences/media-communications/_/N-8q9Z196d;jsessionid=4ABFC55102169E7585EFB8098FDCAD6E.prodny_store01-va06
Native American Studies,https://www.barnesandnoble.com//b/textbooks/social-sciences/native-american-studies/_/N-8q9Z19bc;jsessionid=4ABFC55102169E7585EFB8098FDCAD6E.prodny_store01-va06
Regional Studies,https://www.barnesandnoble.com//b/textbooks/social-sciences/regional-studies/_/N-8q9Z19cw;jsessionid=4ABFC55102169E7585EFB8098FDCAD6E.prodny_store01-va06
Social Sciences - General & Miscellaneous,https://www.barnesandnoble.com//b/textbooks/social-sciences/social-sciences-general-miscellaneous/_/N-8q9Z18w5;jsessionid=4ABFC55102169E7585EFB8098FDCAD6E.prodny_store01-va06
Sociology,https://www.barnesandnoble.com//b/textbooks/social-sciences/sociology/_/N-8q9Z197k;jsessionid=4ABFC55102169E7585EFB8098FDCAD6E.prodny_store01-va06
True Crime,https://www.barnesandnoble.com//b/textbooks/social-sciences/true-crime/_/N-8q9Z2cm6;jsessionid=4ABFC55102169E7585EFB8098FDCAD6E.prodny_store01-va06
Women's Studies,https://www.barnesandnoble.com//b/textbooks/social-sciences/womens-studies/_/N-8q9Z191e;jsessionid=4ABFC55102169E7585EFB8098FDCAD6E.prodny_store01-va06
Test Preparation,https://www.barnesandnoble.com//b/textbooks/study-aids/test-study-skills-general-miscellaneous/_/N-8q9Z1gky
